Source,Key,English,Japanese
CLI,postgen.db_timeout,Warning: Migration setup timeout - run 'alembic upgrade head' manually,警告：マイグレーションがタイムアウト — 手動で 'alembic upgrade head' を実行してください
CLI,postgen.deps_failed,Project generation failed: dependency installation failed,プロジェクト生成失敗：依存パッケージのインストールに失敗
CLI,postgen.deps_failed_detail,"The generated project files remain in place, but the project is not usable.",生成されたファイルはそのまま残りますが、プロジェクトは使用できない状態です。
CLI,postgen.deps_failed_hint,Fix the dependency issue (check Python version compatibility) and try again.,依存の問題（Python バージョンの互換性を確認）を修正して再試行してください。
CLI,postgen.deps_installing,Installing dependencies with uv...,uv で依存パッケージをインストール中...
CLI,postgen.deps_manual,Run 'uv sync' manually after project creation,プロジェクト作成後に手動で 'uv sync' を実行してください
CLI,postgen.deps_success,Dependencies installed successfully,依存パッケージのインストール完了
CLI,postgen.deps_timeout,Warning: Dependency installation timeout - run 'uv sync' manually,警告：依存インストールがタイムアウト — 手動で 'uv sync' を実行してください
CLI,postgen.deps_uv_install,Install uv first: https://github.com/astral-sh/uv,先に uv をインストール：https://github.com/astral-sh/uv
CLI,postgen.deps_uv_missing,Warning: uv not found in PATH,警告：PATH に uv が見つかりません
CLI,postgen.deps_warn_error,Warning: Dependency installation failed: {error},警告：依存パッケージのインストール失敗：{error}
CLI,postgen.deps_warn_failed,Warning: Dependency installation failed,警告：依存パッケージのインストールに失敗
CLI,postgen.docs_link,Docs: https://lbedner.github.io/aegis-stack,ドキュメント：https://lbedner.github.io/aegis-stack
CLI,postgen.env_created,Environment file created from .env.example,.env.example から環境ファイルを作成
CLI,postgen.env_error,Warning: Environment setup failed: {error},警告：環境セットアップ失敗：{error}
CLI,postgen.env_exists,Environment file already exists,環境ファイルは既に存在します
CLI,postgen.env_manual,Copy .env.example to .env manually,.env.example を .env に手動でコピーしてください
CLI,postgen.env_missing,Warning: No .env.example file found,警告：.env.example ファイルが見つかりません
CLI,postgen.env_setup,Setting up environment configuration...,環境設定をセットアップ中...
CLI,postgen.format_error,Warning: Auto-formatting skipped: {error},警告：自動フォーマットをスキップ：{error}
CLI,postgen.format_error_manual,Run 'make fix' manually to format code,手動で 'make fix' を実行してコードを整形してください
CLI,postgen.format_hint,Run 'make fix' to format code when ready,準備ができたら 'make fix' でコードを整形してください
CLI,postgen.format_manual,Run 'make fix' manually to resolve remaining issues,残りの問題は手動で 'make fix' を実行して解決してください
CLI,postgen.format_partial,"Some formatting issues detected, but project created successfully",一部フォーマットの問題がありますが、プロジェクトは作成しました
CLI,postgen.format_start,Auto-formatting generated code...,生成コードを自動フォーマット中...
CLI,postgen.format_success,Code formatting completed successfully,コードフォーマット完了
CLI,postgen.format_timeout,Warning: Formatting timeout - run 'make fix' manually when ready,警告：フォーマットがタイムアウト — 手動で 'make fix' を実行してください
CLI,postgen.llm_fixtures_fallback,Static fixture data is available but may be outdated,静的フィクスチャデータは利用可能ですが、古い可能性があります
CLI,postgen.llm_fixtures_outdated,Static fixture data loaded (may be outdated),静的フィクスチャデータを読み込み（古い可能性あり）
CLI,postgen.llm_seed_error,Warning: LLM fixture seeding failed: {error},警告：LLM フィクスチャシード失敗：{error}
CLI,postgen.llm_seed_failed,Warning: LLM fixture seeding failed,警告：LLM フィクスチャのシードに失敗
CLI,postgen.llm_seed_manual,You can seed fixtures manually by running the fixture loader,フィクスチャローダーを実行して手動でシードできます
CLI,postgen.llm_seed_success,LLM fixtures seeded successfully,LLM フィクスチャのシード完了
CLI,postgen.llm_seed_timeout,Warning: LLM fixture seeding timeout,警告：LLM フィクスチャシードがタイムアウト
CLI,postgen.llm_seeding,Seeding LLM fixtures...,LLM フィクスチャをシード中...
CLI,postgen.llm_sync_error,Warning: LLM catalog sync failed: {error},警告：LLM カタログ同期失敗：{error}
CLI,postgen.llm_sync_failed,Warning: LLM catalog sync failed,警告：LLM カタログの同期に失敗
CLI,postgen.llm_sync_hint,Run '{slug} llm sync' later to get latest model data,後で '{slug} llm sync' を実行して最新データを取得してください
CLI,postgen.llm_sync_manual,Run '{slug} llm sync' manually to populate the catalog,手動で '{slug} llm sync' を実行してカタログを更新してください
CLI,postgen.llm_sync_skipped,LLM catalog sync skipped,LLM カタログ同期をスキップ
CLI,postgen.llm_sync_success,LLM catalog synced successfully,LLM カタログの同期完了
CLI,postgen.llm_sync_timeout,Warning: LLM catalog sync timeout,警告：LLM カタログ同期がタイムアウト
CLI,postgen.llm_syncing,Syncing LLM catalog from external APIs...,外部 API から LLM カタログを同期中...
CLI,postgen.next_cd,   cd {path},   cd {path}
CLI,postgen.next_dashboard,   Open Overseer: http://localhost:8000/dashboard/,   Overseer を開く：http://localhost:8000/dashboard/
CLI,postgen.next_serve,   make serve,   make serve
CLI,postgen.next_steps,Next steps:,次のステップ：
CLI,postgen.ready,Project ready to run!,プロジェクトの準備完了！
CLI,postgen.setup_start,Setting up your project environment...,プロジェクト環境をセットアップ中...
CLI,postgen.star_prompt,"If Aegis Stack made your life easier, consider leaving a star:",Aegis Stack が役に立ったら、ぜひスターをお願いします：
CLI,projectmap.ai,AI conversations,AI チャット
CLI,projectmap.auth,Authentication,認証
CLI,projectmap.cli,CLI commands,CLI コマンド
CLI,projectmap.comms,Communications,コミュニケーション
CLI,projectmap.components,Components,コンポーネント
CLI,projectmap.docs,Documentation,ドキュメント
CLI,projectmap.entrypoints,Run targets,実行ターゲット
CLI,projectmap.migrations,Migrations,マイグレーション
CLI,projectmap.models,Database models,データベースモデル
CLI,projectmap.new,NEW,新規
CLI,projectmap.services,Business logic,ビジネスロジック
CLI,projectmap.tests,Test suite,テストスイート
CLI,projectmap.title,Project Structure:,プロジェクト構成：
CLI,remove.auto_remove_redis,"Auto-removing redis (no standalone functionality, only used by worker)",Redis を自動削除（単独機能なし、ワーカー専用のため）
CLI,remove.cannot_remove_core,Cannot remove core component: {component},コアコンポーネントは削除できません：{component}
CLI,remove.commit_hint,Make sure you have committed your changes to git.,変更を git にコミット済みか確認してください。
CLI,remove.components_to_remove,Components to remove:,削除するコンポーネント：
CLI,remove.confirm,Remove these components?,これらのコンポーネントを削除しますか？
CLI,remove.error_no_args,Error: components argument is required (or use --interactive),エラー：コンポーネント引数が必要です（または --interactive を使用）
CLI,remove.failed,Failed to remove components: {error},コンポーネント削除失敗：{error}
CLI,remove.failed_component,Failed to remove {component}: {error},{component} の削除失敗：{error}
CLI,remove.interactive_hint,Or: aegis remove --interactive,または：aegis remove --interactive
CLI,remove.load_config_failed,Failed to load project configuration: {error},プロジェクト設定の読み込み失敗：{error}
CLI,remove.no_selected,No components selected for removal,削除対象のコンポーネントが選択されていません
CLI,remove.not_enabled,Not enabled: {components},未有効：{components}
CLI,remove.nothing_to_remove,No components to remove!,削除対象のコンポーネントがありません！
CLI,remove.project,Project: {path},プロジェクト：{path}
CLI,remove.removed_files,Removed {count} files,{count} ファイル削除
CLI,remove.removing,Removing {component}...,{component} を削除中...
CLI,remove.removing_all,Removing components...,コンポーネントを削除中...
CLI,remove.scheduler_db_remains,The database file at data/scheduler.db will remain.,data/scheduler.db のデータベースファイルは残ります。
CLI,remove.scheduler_keep_hint,To keep your job history: Leave the database component,ジョブ履歴を保持：データベースコンポーネントはそのままにしてください
CLI,remove.scheduler_persistence_detail,Your scheduler uses SQLite for job persistence.,スケジューラは SQLite でジョブを永続化しています。
CLI,remove.scheduler_persistence_warn,IMPORTANT: Scheduler Persistence Warning,重要：スケジューラ永続化に関する警告
CLI,remove.scheduler_remove_hint,To remove all data: Also remove the database component,すべてのデータを削除：データベースコンポーネントも一緒に削除してください
CLI,remove.success,Components removed successfully!,コンポーネント削除完了！
CLI,remove.title,Aegis Stack - Remove Components,Aegis Stack — コンポーネント削除
CLI,remove.usage_hint,"Usage: aegis remove scheduler,worker","使い方：aegis remove scheduler,worker"
CLI,remove.validation_failed,Component validation failed: {error},コンポーネントバリデーション失敗：{error}
CLI,remove.warning_delete,WARNING: This will DELETE component files from your project!,警告：コンポーネントのファイルがプロジェクトから削除されます！
CLI,remove_service.auth_db_note,Note: Database tables and alembic migrations are NOT deleted.,注意：データベーステーブルと Alembic マイグレーションは削除されません。
CLI,remove_service.auth_delete_endpoints,User authentication API endpoints,ユーザー認証 API エンドポイント
CLI,remove_service.auth_delete_intro,Removing auth service will delete:,Auth サービスを削除すると以下が削除されます：
CLI,remove_service.auth_delete_jwt,JWT token handling code,JWT トークン処理コード
CLI,remove_service.auth_delete_models,User model and authentication services,ユーザーモデルと認証サービス
CLI,remove_service.auth_warning,IMPORTANT: Auth Service Warning,重要：Auth サービスに関する警告
CLI,remove_service.confirm,Remove these services?,これらのサービスを削除しますか？
CLI,remove_service.deps_not_removed,"Note: Service dependencies (database, etc.) were NOT removed.",注意：サービスの依存（データベースなど）は削除されていません。
CLI,remove_service.deps_remove_hint,Use 'aegis remove <component>' to remove components separately.,'aegis remove <component>' でコンポーネントを個別に削除してください。
CLI,remove_service.error_no_args,Error: services argument is required (or use --interactive),エラー：サービス引数が必要です（または --interactive を使用）
CLI,remove_service.failed,Failed to remove services: {error},サービス削除失敗：{error}
CLI,remove_service.failed_service,Failed to remove service {service}: {error},サービス {service} の削除失敗：{error}
CLI,remove_service.interactive_hint,Or: aegis remove-service --interactive,または：aegis remove-service --interactive
CLI,remove_service.interactive_ignores_args,Warning: --interactive flag ignores service arguments,警告：--interactive フラグはサービス引数を無視します
CLI,remove_service.load_config_failed,Failed to load project configuration: {error},プロジェクト設定の読み込み失敗：{error}
CLI,remove_service.no_selected,No services selected for removal,削除対象のサービスが選択されていません
CLI,remove_service.not_enabled,Not enabled: {services},未有効：{services}
CLI,remove_service.nothing_to_remove,No services to remove!,削除対象のサービスがありません！
CLI,remove_service.project,Project: {path},プロジェクト：{path}
CLI,remove_service.removed_files,Removed {count} files,{count} ファイル削除
CLI,remove_service.removing,Removing service: {service}...,サービスを削除中：{service}...
CLI,remove_service.services_to_remove,Services to remove:,削除するサービス：
CLI,remove_service.success,Services removed successfully!,サービス削除完了！
CLI,remove_service.title,Aegis Stack - Remove Services,Aegis Stack — サービス削除
CLI,remove_service.usage_hint,"Usage: aegis remove-service auth,ai","使い方：aegis remove-service auth,ai"
CLI,remove_service.validation_failed,Service validation failed: {error},サービスバリデーション失敗：{error}
CLI,remove_service.warning_delete,WARNING: This will DELETE service files from your project!,警告：サービスのファイルがプロジェクトから削除されます！
CLI,service.ai,AI chatbot service with multi-framework support,マルチフレームワーク対応 AI チャットボットサービス
CLI,service.auth,User authentication and authorization with JWT tokens,JWT トークンによるユーザー認証・認可
CLI,service.comms,"Communications service with email, SMS and voice",メール・SMS・音声のコミュニケーションサービス
CLI,services.none_available,  No services available yet.,  利用可能なサービスはまだありません。
CLI,services.recommends_components,Recommends components: {deps},推奨コンポーネント：{deps}
CLI,services.requires_components,Requires components: {deps},必須コンポーネント：{deps}
CLI,services.requires_services,Requires services: {deps},必須サービス：{deps}
CLI,services.title,AVAILABLE SERVICES,利用可能なサービス
CLI,services.type_ai,AI & Machine Learning Services,AI ＆機械学習サービス
CLI,services.type_analytics,Analytics Services,分析サービス
CLI,services.type_auth,Authentication Services,認証サービス
CLI,services.type_notification,Notification Services,通知サービス
CLI,services.type_payment,Payment Services,決済サービス
CLI,services.type_storage,Storage Services,ストレージサービス
CLI,services.usage_hint,Use 'aegis init PROJECT_NAME --services auth' to add services,'aegis init PROJECT_NAME --services auth' でサービスを追加
CLI,shared.copier_only,The 'aegis {command}' command only works with Copier-generated projects.,'aegis {command}' コマンドは Copier 生成プロジェクトでのみ使用できます。
CLI,shared.empty_component,Empty component name is not allowed,コンポーネント名を空にすることはできません
CLI,shared.empty_service,Empty service name is not allowed,サービス名を空にすることはできません
CLI,shared.git_init_hint,Projects created with 'aegis init' should have git initialized automatically,'aegis init' で作成されたプロジェクトは自動で git 初期化されるはずです
CLI,shared.git_manual_init,"If you created this project manually, run: git init && git add . && git commit -m 'Initial commit'",手動で作成した場合は次を実行してください：git init && git add . && git commit -m 'Initial commit'
CLI,shared.git_not_initialized,Project is not in a git repository,プロジェクトは git リポジトリ内にありません
CLI,shared.git_required,Copier updates require git for change tracking,Copier の更新には変更追跡のため git が必要です
CLI,shared.interactive_ignores_args,Warning: --interactive flag ignores component arguments,警告：--interactive フラグはコンポーネント引数を無視します
CLI,shared.next_commit,   3. Commit the changes with: git add . && git commit,   3. 変更をコミット：git add . && git commit
CLI,shared.next_make_check,   1. Run 'make check' to verify the update,   1. 'make check' で更新を検証
CLI,shared.next_steps,Next steps:,次のステップ：
CLI,shared.next_test,   2. Test your application,   2. アプリケーションをテスト
CLI,shared.no_components_selected,No components selected,コンポーネントが選択されていません
CLI,shared.no_services_selected,No services selected,サービスが選択されていません
CLI,shared.not_copier_project,Project at {path} was not generated with Copier.,プロジェクト {path} は Copier で生成されていません。
CLI,shared.operation_cancelled,Operation cancelled,操作をキャンセルしました
CLI,shared.regenerate_hint,"To add components, regenerate the project with the new components included.",コンポーネントを追加するには、新しいコンポーネントを含めてプロジェクトを再生成してください。
CLI,shared.review_docker,   git diff docker-compose.yml,   git diff docker-compose.yml
CLI,shared.review_header,Review changes:,変更を確認：
CLI,shared.review_pyproject,   git diff pyproject.toml,   git diff pyproject.toml
CLI,update.already_at_commit,Project is already at the target commit,プロジェクトは既に目標コミットです
CLI,update.already_at_version,Project is already at the requested version,プロジェクトは既に指定バージョンです
CLI,update.backup_created,   Backup created: {tag},   バックアップ作成：{tag}
CLI,update.backup_failed,Could not create backup point,バックアップポイントを作成できませんでした
CLI,update.cancelled,Update cancelled,更新をキャンセルしました
CLI,update.changelog,Changelog:,変更履歴：
CLI,update.changelog_breaking,Breaking Changes:,破壊的変更：
CLI,update.changelog_features,New Features:,新機能：
CLI,update.changelog_fixes,Bug Fixes:,バグ修正：
CLI,update.changelog_other,Other Changes:,その他の変更：
CLI,update.clean_required,Copier requires a clean git tree to safely merge changes.,Copier は安全にマージするためクリーンな git ツリーが必要です。
CLI,update.commit_or_stash,Commit or stash your changes before running 'aegis update'.,'aegis update' 実行前に変更をコミットまたはスタッシュしてください。
CLI,update.confirm,Apply this update?,この更新を適用しますか？
CLI,update.copier_only,The 'aegis update' command only works with Copier-generated projects.,'aegis update' コマンドは Copier 生成プロジェクトでのみ使用できます。
CLI,update.creating_backup,Creating backup point...,バックアップポイントを作成中...
CLI,update.current_cli,   Current CLI:      {version},   現在の CLI：      {version}
CLI,update.current_commit,   Current: {commit}...,   現在：{commit}...
CLI,update.current_template,   Current Template: {version},   現在のテンプレート：{version}
CLI,update.current_template_commit,   Current Template: {commit}... (commit),   現在のテンプレート：{commit}...（コミット）
CLI,update.current_template_unknown,   Current Template: unknown,   現在のテンプレート：不明
CLI,update.custom_template,Using custom template ({source}): {path},カスタムテンプレート使用（{source}）：{path}
CLI,update.dirty_tree,Git tree has uncommitted changes,git ツリーに未コミットの変更があります
CLI,update.downgrade_blocked,Downgrade not supported,ダウングレード非対応
CLI,update.downgrade_reason,Copier does not support downgrading to older template versions.,Copier は古いテンプレートバージョンへのダウングレードに対応していません。
CLI,update.dry_run,DRY RUN MODE - No changes will be applied,ドライランモード — 変更は適用されません
CLI,update.dry_run_hint,"To apply this update, run:",更新を適用するには次を実行：
CLI,update.failed,Update failed: {error},更新失敗：{error}
CLI,update.git_clean,Git tree is clean,git ツリーはクリーンです
CLI,update.manual_rollback,Manual rollback: git reset --hard {tag},手動ロールバック：git reset --hard {tag}
CLI,update.merge_conflicts,   {count} file(s) have merge conflicts (search for <<<<<<< to resolve):,   {count} ファイルにマージコンフリクトがあります（<<<<<<< を検索して解決）：
CLI,update.moved_files,   Moved {count} new files from nested directory,   ネストされたディレクトリから {count} ファイルを移動
CLI,update.need_regen,Projects generated before v0.2.0 need to be regenerated.,v0.2.0 以前に生成されたプロジェクトは再生成が必要です。
CLI,update.next_commit,   4. Commit changes: git add . && git commit,   4. 変更をコミット：git add . && git commit
CLI,update.next_conflicts,   2. Check for conflicts (*.rej files),   2. コンフリクトを確認（*.rej ファイル）
CLI,update.next_review,   1. Review changes: git diff,   1. 変更を確認：git diff
CLI,update.next_steps,Next Steps:,次のステップ：
CLI,update.next_test,   3. Run tests: make check,   3. テストを実行：make check
CLI,update.not_copier,Project at {path} was not generated with Copier.,プロジェクト {path} は Copier で生成されていません。
CLI,update.partial_detail,   Some setup tasks failed. See details above.,   一部のセットアップタスクが失敗しました。上記の詳細を確認してください。
CLI,update.partial_success,Update completed with some post-generation task failures,更新完了（一部の生成後タスクが失敗）
CLI,update.project,Project: {path},プロジェクト：{path}
CLI,update.rollback_prompt,Rollback to previous state?,以前の状態にロールバックしますか？
CLI,update.running_postgen,Running post-generation tasks...,生成後タスクを実行中...
CLI,update.success,Update completed successfully!,更新完了！
CLI,update.synced_files,   Synced {count} template changes,   {count} テンプレート変更を同期
CLI,update.target_commit,   Target:  {commit}...,   目標：{commit}...
CLI,update.target_template,   Target Template:  {version},   目標テンプレート：  {version}
CLI,update.title,Aegis Stack - Update Template,Aegis Stack — テンプレート更新
CLI,update.troubleshoot_clean,   - Ensure you have a clean git tree,   - git ツリーがクリーンか確認してください
CLI,update.troubleshoot_docs,   - Review Copier documentation for update issues,   - 更新の問題については Copier ドキュメントを参照してください
CLI,update.troubleshoot_version,   - Check that the version/commit exists,   - バージョン/コミットが存在するか確認してください
CLI,update.troubleshooting,Troubleshooting:,トラブルシューティング：
CLI,update.unknown_version,Warning: Cannot determine current template version,警告：現在のテンプレートバージョンを特定できません
CLI,update.untagged_commit,Project may have been generated from an untagged commit,プロジェクトはタグなしコミットから生成された可能性があります
CLI,update.updating,Updating project...,プロジェクトを更新中...
CLI,update.updating_to,Updating to template version {version},テンプレートバージョン {version} に更新中
CLI,update.version_info,Version Information:,バージョン情報：
CLI,update.version_updated,   Updated __aegis_version__ to {version},   __aegis_version__ を {version} に更新
CLI,updater.code_formatted,Code formatted (make fix),コード整形完了（make fix）
CLI,updater.deps_synced,Dependencies synced (uv sync),依存パッケージ同期完了（uv sync）
CLI,updater.processing_files,Processing {count} component files...,{count} コンポーネントファイルを処理中...
CLI,updater.running_postgen,Running post-generation tasks...,生成後タスクを実行中...
CLI,updater.updating_shared,Updating shared template files...,共通テンプレートファイルを更新中...
CLI,validation.invalid_name,"Invalid project name. Only letters, numbers, hyphens, and underscores are allowed.",プロジェクト名が不正です。英字・数字・ハイフン・アンダースコアのみ使用可能です。
CLI,validation.invalid_python,Invalid Python version '{version}'. Must be one of: {supported},Python バージョン「{version}」は不正です。対応バージョン：{supported}
CLI,validation.name_too_long,Project name too long. Maximum 50 characters allowed.,プロジェクト名が長すぎます。最大50文字です。
CLI,validation.reserved_name,'{name}' is a reserved name.,「{name}」は予約名のため使用できません。
CLI,validation.unknown_component,Unknown component: {name},不明なコンポーネント：{name}
CLI,validation.unknown_service,Unknown service: {name},不明なサービス：{name}
CLI,validation.unknown_services,Unknown services: {names},不明なサービス：{names}
CLI,version.info,Aegis Stack CLI v{version},Aegis Stack CLI v{version}
Template,ai.access_denied,Access denied: You don't own this conversation,アクセス拒否：この会話の所有者ではありません
Template,ai.adding_provider,Adding {provider} provider...,{provider} プロバイダを追加中...
Template,ai.api_key_label,API Key:,APIキー：
Template,ai.api_key_skipped,Skipped API key configuration,APIキーの設定をスキップしました
Template,ai.arg_audio_file,Path to audio file,音声ファイルのパス
Template,ai.arg_conversation_id,Conversation ID,会話ID
Template,ai.arg_message,Message to send to AI,AIに送信するメッセージ
Template,ai.arg_provider,"Provider name (openai, anthropic, google, groq, mistral, cohere)",プロバイダ名（openai、anthropic、google、groq、mistral、cohere）
Template,ai.arg_provider_switch,Provider name to switch to,切り替え先のプロバイダ名
Template,ai.arg_text,Text to synthesize into speech,音声合成するテキスト
Template,ai.audio_saved,Audio saved: {path} ({size} bytes),音声保存：{path}（{size} バイト）
Template,ai.audio_status,Audio status: {status},音声ステータス：{status}
Template,ai.available_providers,Available providers:,利用可能なプロバイダ：
Template,ai.cancelled,Cancelled,キャンセル済み
Template,ai.chat_ended,Chat session ended,チャットセッション終了
Template,ai.chat_hints,Type /help for commands • Esc then Enter to insert newline • 'exit' to quit,/help でコマンド一覧 • Esc→Enter で改行 • 'exit' で終了
Template,ai.check_mic,Check your microphone permissions and try again,マイクの権限を確認して再試行してください
Template,ai.checking_api_key,Checking API key...,APIキーを確認中...
Template,ai.checking_deps,Checking dependencies...,依存関係を確認中...
Template,ai.col_api_key,API Key,APIキー
Template,ai.col_free,Free,無料
Template,ai.col_functions,Functions,関数
Template,ai.col_installed,Installed,インストール
Template,ai.col_provider,Provider,プロバイダ
Template,ai.col_status,Status,ステータス
Template,ai.col_stream,Stream,ストリーム
Template,ai.col_vision,Vision,ビジョン
Template,ai.config_issues,Configuration issues:,設定に問題があります：
Template,ai.config_valid,Configuration valid,設定は有効です
Template,ai.connecting_to,Connecting to {provider}...,{provider} に接続中...
Template,ai.connection_error,Connection Error: {error},接続エラー：{error}
Template,ai.consider_running,Consider running:,次の実行を検討してください：
Template,ai.conversation_id_label,Conversation: {id},会話：{id}
Template,ai.conversation_label,Conversation:,会話：
Template,ai.conversation_not_found,Conversation not found: {id},会話が見つかりません：{id}
Template,ai.conversations_for,Conversations for {user_id}:,{user_id} の会話：
Template,ai.current_provider,Current provider: {provider},現在のプロバイダ：{provider}
Template,ai.deps_installed,Dependencies already installed,依存関係はインストール済みです
Template,ai.deps_not_installed,Dependencies not installed for {provider},{provider} の依存関係が未インストールです
Template,ai.deps_ok,Dependencies installed,依存関係インストール済み
Template,ai.disabled,Disabled,無効
Template,ai.enabled,Enabled,有効
Template,ai.engine_label,Engine:,エンジン：
Template,ai.enter_api_key,Enter your {provider} API key (or press Enter to skip),{provider} のAPIキーを入力してください（スキップはEnter）
Template,ai.enter_message_hint,Please enter a message or type /help.,メッセージを入力するか /help と入力してください。
Template,ai.file_not_found,File not found: {path},ファイルが見つかりません：{path}
Template,ai.free_tier,Free tier,無料枠
Template,ai.generating_speech,Generating speech...,音声を生成中...
Template,ai.get_api_key_at,Get your API key at:,APIキーの取得先：
Template,ai.goodbye,Goodbye!,さようなら！
Template,ai.header,Illiana:,Illiana：
Template,ai.header_inline,Illiana: ,Illiana：
Template,ai.health_degraded,"DEGRADED ({pct:.0f}%, {count} issues)",低下（{pct:.0f}%、{count} 件の問題）
Template,ai.health_label,Health:,ヘルス：
Template,ai.health_na,N/A,N/A
Template,ai.health_ok,OK ({pct:.0f}%),OK（{pct:.0f}%）
Template,ai.help,AI service management and chat commands,AIサービス管理・チャットコマンド
Template,ai.help_add_provider,Add a new AI provider — installs dependencies and configures API key.,新しいAIプロバイダを追加 — 依存関係のインストールとAPIキーの設定を行います。
Template,ai.help_chat,Send a chat message or start an interactive session. Resumes the most recent conversation by default.,チャットメッセージを送信またはインタラクティブセッションを開始します。デフォルトで最新の会話を再開します。
Template,ai.help_conversations,List conversations for a user.,ユーザーの会話を一覧表示します。
Template,ai.help_history,View conversation history.,会話履歴を表示します。
Template,ai.help_providers,List all available AI providers with installation status.,利用可能な全AIプロバイダをインストール状態付きで一覧表示します。
Template,ai.help_record,"Record audio from microphone, transcribe, and optionally chat with AI.",マイクから音声を録音し、文字起こしし、オプションでAIとチャットします。
Template,ai.help_speak,Synthesize speech from text using the configured TTS provider.,設定済みTTSプロバイダでテキストから音声を合成します。
Template,ai.help_status,"Show AI service status, configuration, and validation.",AIサービスのステータス、設定、バリデーションを表示します。
Template,ai.help_stt_status,Show STT (Speech-to-Text) service status.,STT（音声認識）サービスのステータスを表示します。
Template,ai.help_transcribe,Transcribe audio to text without chat.,音声をテキストに文字起こしします（チャットなし）。
Template,ai.help_tts_status,Show TTS (Text-to-Speech) service status.,TTS（音声合成）サービスのステータスを表示します。
Template,ai.help_usage,"Show AI usage statistics including token counts, costs, and recent activity.",トークン数、コスト、最近のアクティビティなどのAI使用状況統計を表示します。
Template,ai.help_use_provider,Switch to a different AI provider.,別のAIプロバイダに切り替えます。
Template,ai.help_voice,Send voice input to AI agent. Transcribes audio and sends to chat.,音声入力をAIエージェントに送信します。音声を文字起こししてチャットに送信します。
Template,ai.initializing,Initializing...,初期化中...
Template,ai.input_tokens,Input:,入力：
Template,ai.install_cancelled,Installation cancelled,インストールをキャンセルしました
Template,ai.install_dep,Install {dep}?,{dep} をインストールしますか？
Template,ai.install_failed_hint,Try installing manually:,手動でインストールしてください：
Template,ai.install_with,Install with:,インストール方法：
Template,ai.installing,Installing...,インストール中...
Template,ai.invalid_provider,Invalid provider: {provider},無効なプロバイダ：{provider}
Template,ai.language_label,Language: {lang},言語：{lang}
Template,ai.linux_deps,On Linux:,Linuxの場合：
Template,ai.macos_portaudio,"On macOS, you may also need PortAudio:",macOSではPortAudioも必要な場合があります：
Template,ai.max_tokens_label,Max Tokens:,最大トークン数：
Template,ai.messages_count,{count} messages,{count} メッセージ
Template,ai.messages_info,Messages: {count},メッセージ数：{count}
Template,ai.messages_label,Messages:,メッセージ数：
Template,ai.model_label,Model:,モデル：
Template,ai.model_usage,Model Usage,モデル使用状況
Template,ai.no_api_key,No {var} found,{var} が見つかりません
Template,ai.no_api_key_configured,No {var} configured,{var} が未設定です
Template,ai.no_conversations,No conversations found for user: {user_id},ユーザー {user_id} の会話が見つかりません
Template,ai.no_model_usage,No model usage data available.,モデル使用データがありません。
Template,ai.no_recent_activity,No recent activity.,最近のアクティビティはありません。
Template,ai.no_response_content,(No response content),（レスポンス内容なし）
Template,ai.no_token_usage,No token usage recorded.,トークン使用記録がありません。
Template,ai.ok,OK,OK
Template,ai.online,Online,オンライン
Template,ai.openai_voices,OpenAI Voices:,OpenAI音声：
Template,ai.opt_collection,RAG collection to search,検索対象のRAGコレクション
Template,ai.opt_conversation_id,Continue existing conversation,既存の会話を続行
Template,ai.opt_filter_user_id,Filter by user ID,ユーザーIDでフィルタ
Template,ai.opt_json,Output raw JSON,JSON形式で出力
Template,ai.opt_language,"Language code (e.g., 'en', 'es')",言語コード（例：'en'、'es'）
Template,ai.opt_limit,Number of conversations to show,表示する会話数
Template,ai.opt_new,Start a fresh conversation (don't resume),新しい会話を開始（再開しない）
Template,ai.opt_output_file,Output file path,出力ファイルパス
Template,ai.opt_output_recording,Save recording to file (default: temp file),録音をファイルに保存（デフォルト：一時ファイル）
Template,ai.opt_rag,Enable RAG (auto-enables if collections exist),RAGを有効化（コレクションが存在すれば自動有効化）
Template,ai.opt_rag_inject,Enable RAG context injection,RAGコンテキスト挿入を有効化
Template,ai.opt_rag_send,Enable RAG context injection (requires --send),RAGコンテキスト挿入を有効化（--send が必要）
Template,ai.opt_recent,Number of recent activities to show,表示する最近のアクティビティ数
Template,ai.opt_send,Send transcription to AI agent,文字起こしをAIエージェントに送信
Template,ai.opt_set_default,Set as default provider after adding,追加後にデフォルトプロバイダに設定
Template,ai.opt_skip_api_key,Skip API key configuration,APIキーの設定をスキップ
Template,ai.opt_sources,Show source references in output,出力にソース参照を表示
Template,ai.opt_speed,Speech speed (0.25-4.0),音声速度（0.25-4.0）
Template,ai.opt_stream,Enable streaming output,ストリーミング出力を有効化
Template,ai.opt_top_k,Number of RAG results to use,使用するRAG結果数
Template,ai.opt_url,API base URL (default: localhost:8000),APIベースURL（デフォルト：localhost:8000）
Template,ai.opt_user_id,User identifier,ユーザー識別子
Template,ai.opt_verbose,Show conversation metadata,会話メタデータを表示
Template,ai.opt_voice,"Voice to use (alloy, echo, fable, onyx, nova, shimmer)",使用する音声（alloy、echo、fable、onyx、nova、shimmer）
Template,ai.opt_voice_mode,Summarize response for spoken output,音声出力用にレスポンスを要約
Template,ai.opt_voice_response,Play TTS response (requires --send),TTSレスポンスを再生（--send が必要）
Template,ai.opt_yes,Skip confirmation prompts,確認プロンプトをスキップ
Template,ai.output_tokens,Output:,出力：
